2016-04-29T15:14:58Z,ItalyIsCapitalOf,CountryOfCapital,6,1,0.16666666666666666
2016-04-26T16:59:22Z,CanadaCapital,CapitalOfCountry,2,1,0.5
2016-04-29T14:22:59Z,CanadaIsCapitalOf,CountryOfCapital,9,2,0.2222222222222222
2016-05-05T12:47:26Z,UkraineIsCapitalOf,CountryOfCapital,2,1,0.5
2016-04-28T16:41:26Z,JapanIsCapitalOf,CountryOfCapital,4,0,0.0
2016-04-29T14:20:13Z,Republic_of_IrelandIsCapitalOf,CountryOfCapital,8,1,0.125
2016-04-29T18:15:50Z,TurkmenistanCapital,CapitalOfCountry,1,0,0.0
2016-04-28T17:06:15Z,AustraliaCapital,CapitalOfCountry,2,1,0.5
2016-04-28T16:41:40Z,CuracaoFlag,Flag,1,0,0.0
2016-04-29T14:21:59Z,MadagascarContinent,Continent,1,0,0.0
2016-04-29T10:43:31Z,South_KoreaFlag,Flag,5,0,0.0
2016-04-29T15:16:35Z,MadagascarFlag,Flag,3,2,0.6666666666666666
2016-04-29T15:18:19Z,FranceContinent,Continent,1,0,0.0
2016-04-29T15:16:37Z,BrazilContinent,Continent,1,1,1.0
2016-04-29T14:54:18Z,MoroccoFlag,Flag,3,1,0.3333333333333333
2016-04-26T16:49:29Z,South_AfricaFlag,Flag,6,1,0.16666666666666666
2016-04-29T14:21:37Z,AustraliaContinent,Continent,1,0,0.0
2016-04-28T16:41:28Z,RomaniaIsCapitalOf,CountryOfCapital,1,0,0.0
2016-04-28T17:06:07Z,Saint_Kitts_and_NevisFlag,Flag,1,0,0.0
2016-04-29T15:18:10Z,ChileFlag,Flag,1,0,0.0
2016-04-29T15:16:18Z,GermanyIsCapitalOf,CountryOfCapital,2,1,0.5
2016-04-28T17:06:25Z,UruguayCapital,CapitalOfCountry,1,1,1.0
2016-04-29T14:21:22Z,SpainFlag,Flag,6,0,0.0
2016-04-29T14:54:16Z,KyrgyzstanFlag,Flag,1,1,1.0
2016-04-29T15:21:19Z,South_SudanFlag,Flag,1,0,0.0
2016-04-26T16:49:02Z,United_StatesIsCapitalOf,CountryOfCapital,5,0,0.0
2016-04-26T16:59:05Z,MoroccoIsCapitalOf,CountryOfCapital,5,1,0.2
2016-04-29T10:41:00Z,South_KoreaCapital,CapitalOfCountry,2,2,1.0
2016-04-26T16:59:10Z,LithuaniaCapital,CapitalOfCountry,1,0,0.0
2016-04-29T15:16:33Z,ArgentinaFlag,Flag,1,0,0.0
2016-04-26T16:59:19Z,BrazilFlag,Flag,5,0,0.0
2016-05-02T22:52:52Z,TunisiaIsCapitalOf,CountryOfCapital,1,0,0.0
2016-04-29T15:22:14Z,Central_African_RepublicIsCapitalOf,CountryOfCapital,1,0,0.0
2016-04-29T14:22:30Z,United_KingdomContinent,Continent,1,0,0.0
2016-04-29T15:09:18Z,North_KoreaIsCapitalOf,CountryOfCapital,1,0,0.0
2016-04-29T15:09:05Z,CubaFlag,Flag,1,0,0.0
2016-04-29T14:22:01Z,BelarusIsCapitalOf,CountryOfCapital,1,0,0.0
2016-04-29T14:20:07Z,TongaFlag,Flag,1,1,1.0
2016-04-29T10:40:58Z,UzbekistanFlag,Flag,1,1,1.0
2016-04-29T18:14:01Z,MadagascarCapital,CapitalOfCountry,1,0,0.0
2016-04-29T15:15:17Z,CyprusCapital,CapitalOfCountry,1,0,0.0
2016-04-29T18:15:03Z,JordanContinent,Continent,1,0,0.0
2016-04-29T18:14:14Z,LebanonIsCapitalOf,CountryOfCapital,1,0,0.0
2016-04-29T15:16:34Z,United_StatesFlag,Flag,3,1,0.3333333333333333
2016-05-03T10:11:58Z,RussiaCapital,CapitalOfCountry,1,0,0.0
2016-04-29T15:15:07Z,IcelandCapital,CapitalOfCountry,1,0,0.0
2016-05-03T19:27:45Z,NepalFlag,Flag,1,0,0.0
2016-04-29T15:22:27Z,CroatiaFlag,Flag,1,1,1.0
2016-04-29T14:19:28Z,GermanyContinent,Continent,2,0,0.0
2016-04-29T15:18:04Z,SwitzerlandFlag,Flag,1,0,0.0
2016-04-29T15:18:00Z,United_KingdomFlag,Flag,4,0,0.0
2016-04-29T15:21:11Z,RussiaFlag,Flag,5,0,0.0
2016-04-29T10:40:48Z,ChinaFlag,Flag,4,0,0.0
2016-05-05T13:01:08Z,CroatiaIsCapitalOf,CountryOfCapital,1,1,1.0
2016-04-26T16:49:06Z,EthiopiaFlag,Flag,1,1,1.0
2016-05-03T10:11:55Z,Marshall_IslandsCapital,CapitalOfCountry,1,0,0.0
2016-04-29T18:15:15Z,BangladeshCapital,CapitalOfCountry,1,0,0.0
2016-05-05T12:47:16Z,LatviaFlag,Flag,1,1,1.0
2016-04-29T18:15:17Z,EgyptIsCapitalOf,CountryOfCapital,6,2,0.3333333333333333
